PubChem CID,IC50 (nM),pIC50,Ligand SMILES
138403596,53,7.2757,O=C1N(Cc2cc(Nc3nn([C@@H]4CCCCC[C@H]4C#N)c4cc[nH]c(=O)c34)ccc12)C1CCCC1
91937354,53.4,7.2725,NC(=O)c1cnn2cc(cc2c1N[C@@H]1CCCNC1)-c1ccccc1
138403419,55,7.2596,CC(C)(CCO)N1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
136215223,55.1,7.2588,CCN(c1ccc(O)cc1CNc1nc(cc2[nH]nc(C(N)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(=O)(=O)c1ccccc1
136215127,55.3,7.2573,CCCN(Cc1cc(C)ccc1N(C)S(C)(=O)=O)c1nc(cc2[nH]ncc12)-c1cc(F)c(O)cc1CC
138403439,56,7.2518,FC(F)(F)CN1Cc2cc(Nc3nn([C@H]4CCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
138403476,57,7.2441,CC(C)N1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2C1=O
91937353,58,7.2366,CS(=O)(=O)N1CCC[C@@H](C1)Nc1c(cnn2cc(cc12)-c1ccccc1)C(N)=O
118911570,58.6,7.2321,CN([C@H]1CN(CC11CC1)S(=O)(=O)c1cccc(c1)C#N)c1ncnc2[nH]ccc12
138403613,59,7.2291,OC(=O)[C@H]1CC[C@@H](CC1)N1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
136213830,60,7.2218,O=c1[nH]ccc2n(nc(Nc3ccc4c(CN(Cc5ccccc5)S4(=O)=O)c3)c12)[C@@H](CC#N)C1CC1
136215211,60.4,7.219,CNC(=O)c1n[nH]c2cc(nc(NCc3ccccc3N(C)S(=O)(=O)c3cccc(O)c3)c12)-c1cc(F)c(O)cc1CC(F)(F)F
58180525,61,7.2147,CCn1c(cc2c1nc(Nc1ncc(C)s1)c1ncn(C)c21)C(=O)N(C1CC1)C1CC1
136215216,61.1,7.214,CCN(c1ccc(O)cc1CNc1nc(nc2[nH]nc(C(=O)NC)c12)-c1cc(F)c(O)cc1CC(F)(F)F)S(=O)(=O)c1ccccc1
138403398,62,7.2076,O=c1[nH]ccc2n(nc(Nc3ccc4c(CCS4(=O)=O)c3)c12)[C@H]1CCCC[C@@H]1C#N
68358584,63.4,7.1979,Cc1ccc(cc1)-c1cc2c(NC3C4CC5CC3CC(O)(C5)C4)c(cnn2c1)C(N)=O
122362932,64,7.1938,C[C@@H]1CCCC[C@@H]1n1c(nc2cnc3[nH]ccc3c12)-c1ccc(\C=C(/C#N)C(=O)N(C)C)o1
122191618,65,7.1871,CCn1c(cc2c1nc(NC)c1ncn(C)c21)C(=O)N(C1CC1)C1CC1
138403421,66,7.1805,COCCN1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
89473578,67,7.1739,NC(=O)c1cn(nc1Nc1ccc(cc1)S(=O)(=O)C(F)F)C1(CC#N)CCC(CC1)N1CC(F)C1
136215111,67.4,7.1713,CCc1cc(O)ccc1-c1cc2[nH]ncc2c(n1)N1CCc2cc(OC)c(OCc3ccccc3)cc2C1
136215215,67.6,7.1701,CNC(=O)c1n[nH]c2cc(nc(NCc3cnccc3N(C)S(C)(=O)=O)c12)-c1cc(F)c(O)cc1CC(F)(F)F
91819686,69,7.1612,NC(=O)c1cn(nc1Nc1ccnc(F)c1)[C@H]1CC[C@H](C[C@H]1[N+]#[C-])OCC1CC1
136213852,70,7.1549,CC1(CCOCC1)N1Cc2cc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
138403417,71,7.1487,CC(C)N1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
68358859,72.4,7.1403,C[C@@]1(O)CC[C@@H](CC1)Nc1c(cnn2cc(cc12)-c1ccccc1C(N)=O)C(N)=O
71288618,73,7.1367,C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)-c1ncn2cc(F)cc(F)c12)C(=O)N1CC(C1)C#N
146012064,74,7.1308,FC(F)(F)CN[C@H]1CC[C@](CC#N)(CC1)n1nc(Nc2ccc(Cl)cc2)c2c1cc[nH]c2=O
50922691,75,7.1249,CCn1c(cc2c1nc(Nc1cc(C)n(C)n1)c1ncn(C)c21)C(=O)N(C1CC1)C1CC1
138403590,76,7.1192,COCC(C)(C)CN1Cc2cc(Nc3nn([C@@H]4CCCCC[C@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
138403455,77,7.1135,CC1N(C)S(=O)(=O)c2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc12
68358765,77.1,7.1129,COc1cccc(c1)-c1cc2c(NC3C4CC5CC3CC(O)(C5)C4)c(cnn2c1)C(N)=O
136215250,78,7.1079,CNC(=O)c1n[nH]c2cc(nc(NCc3cccnc3N(C)S(C)(=O)=O)c12)-c1cc(F)c(O)cc1C1CC1
138403418,79,7.1024,OCCN1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
91937350,80,7.0969,NC(=O)c1cnn2cc(cc2c1NC1CCOCC1)-c1ccccc1F
138403598,81,7.0915,O=c1[nH]ccc2n(nc(Nc3ccc4c(CN(C5CCOCC5)S4(=O)=O)c3)c12)[C@H]1CCCCC[C@@H]1C#N
138403435,82,7.0862,FC(F)(F)CN1Cc2cc(Nc3nn([C@H]4CCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2C1=O
138403401,83,7.0809,CC(C)CN1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
136213849,90,7.0458,CC1Cc2cc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
44323201,91,7.041,Cn1ccc(n1)-c1cn(-c2ccccc2Cl)c(=O)c2c(N)n[nH]c12
138403563,92,7.0362,Cc1nc2ccc(Nc3nn(C4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2s1
68358720,98.1,7.0083,C[C@]1(F)CCC[C@H]1Nc1c(cnn2cc(cc12)-c1cncc2ccccc12)C(N)=O
126715367,104,6.983,CCOc1nn(C)cc1Nc1ncc(C)c(n1)-c1c[nH]c2c(NC(=O)[C@@H](CC)N3CCN(C)CC3)cccc12
68358921,105.1,6.9784,C[C@@]1(O)CC[C@@H](CC1)Nc1c(cnn2cc(cc12)-c1cncnc1)C(N)=O
68358743,107.9,6.967,Cn1nccc1-c1cc2c(N[C@H]3CC[C@@](C)(O)CC3)c(cnn2c1)C(N)=O
91937349,110,6.9586,NC(=O)c1cnn2cc(cc2c1NC1CCOCC1)-c1ccccc1C#N
91937385,110.1,6.9582,COc1ccc(cn1)-c1cc2c(N[C@H]3CN(C[C@H]3C)C(=O)CC#N)c(cnn2c1)C(N)=O
126715366,120,6.9208,COc1nn(C)cc1Nc1ncc(F)c(n1)-c1c[nH]c2c(NC(=O)[C@@H](C)N3CCN(C)CC3)cccc12
146012071,125,6.9031,COC1CN(C1)[C@H]1CC[C@](CC#N)(CC1)n1nc(Nc2ccc(Cl)c(F)c2)c2c1cc[nH]c2=O
146012178,130,6.8861,FC(F)(F)C(NC1CCCC1)c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1
146012154,140,6.8539,CC(c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)n1nccn1
146012168,150,6.8239,CC1CN(C1)S(=O)(=O)c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1
146012067,151,6.821,COC1CN(C1)[C@H]1CC[C@](CC#N)(CC1)n1nc(Nc2ccc(OC(F)(F)F)cc2)c2c1cc[nH]c2=O
146012152,160,6.7959,CC(C)(C)OC(=O)CNC(c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)C(F)(F)F
90367360,165,6.7825,NC(=O)c1cn(nc1Nc1ccc(cc1)C(F)(F)F)[C@H]1CC[C@H](C[C@@H]1C#N)N[C@H](C1CC1)C(F)(F)F
138403470,170,6.7696,CC(C)(c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)n1ccnn1
89462372,171,6.767,NC(=O)c1cn(nc1Nc1ccc(F)cc1)C1(CC#N)CCC(CC1)N1CCc2ccccc12
90367367,177,6.752,NC(=O)c1cn(nc1Nc1ccc(cc1)C(F)(F)F)[C@H]1CC[C@H](C[C@@H]1C#N)N[C@@H](C1CC1)C(F)(F)F
146012172,180,6.7447,CC1CN(CCO1)S(=O)(=O)c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1
69809432,189,6.7235,CN1CCN(CC1)c1ncc(c(N[C@H]2CCCN(C2)S(C)(=O)=O)n1)-c1cnc2[nH]ccc2n1
89462539,200,6.699,NC(=O)c1cn(nc1Nc1ccc(cc1)S(=O)(=O)C(F)F)C1(CC#N)CCC(CC1)Nc1ccccc1
146011715,208,6.6819,CCNc1nn(c2cc[nH]c(=O)c12)C1(CC#N)CN(C1)C(=O)OC(C)(C)C
138403577,220,6.6576,FC(F)C1NCc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc12
138403453,230,6.6383,OC1(c2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2CC11CC1)C(F)(F)F
58177229,231,6.6364,CS(=O)(=O)N1CCC[C@@H](C1)Nc1nc(ncc1-c1cnc2[nH]ccc2n1)N1CCOCC1
146012146,240,6.6198,Fc1cc(Nc2nn([C@H]3COCC[C@@H]3C#N)c3cc[nH]c(=O)c23)ccc1C#N
138403425,250,6.6021,CC(O)(CO)c1cc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)ccc1S(C)(=O)=O
68358567,253,6.5969,CC(C)c1ccccc1-c1cc2c(N[C@@H]3CCC[C@]3(C)F)c(cnn2c1)C(N)=O
136213847,260,6.585,C[C@@H]1[C@H](O)c2cc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
71558636,262,6.5817,CC(=O)N[C@@H]1CCc2ccc(Oc3cnc4[nH]cc(C(=O)N[C@H](C5CC5)C(=O)N5CC(C5)C#N)c4n3)cc12
138403413,280,6.5528,CC(C)CN1Cc2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2C1
58177279,287,6.5421,CC[C@H](CO)Nc1ncc(c(N[C@H]2CCCN(C2)S(C)(=O)=O)n1)-c1cnc2[nH]ccc2n1
138403469,290,6.5376,Cn1cc(cn1)-c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1Cl
136213866,300,6.5229,CC1(CCC(F)(F)CC1)N1Cc2cc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
138403471,310,6.5086,CC(C)[C@H](C)N1Cc2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2C1
138403558,320,6.4949,O=c1[nH]ccc2n(nc(Nc3ccc(cc3)-c3ccno3)c12)C1CCCC[C@@H]1C#N
58180623,330,6.4815,CCn1nc(Nc2nc3n(CC)c(cc3c3n(C)cnc23)C(=O)N(C2CC2)C2CC2)cc1C
89462413,344,6.4634,NC(=O)c1cn(nc1Nc1ccc(cc1)S(=O)(=O)C(F)F)C1(CC#N)CCC(CC1)NC1CCOCC1
138403459,350,6.4559,C[C@H]1CN([C@@H](C)CO1)c1ccc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2n1
136213764,360,6.4437,CC(C)(C)OC(=O)[C@H]1CCCN1S(=O)(=O)c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1
136213827,400,6.3979,CCC1COCCN1C(=O)c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1C
138403597,420,6.3768,O=C(N1Cc2ccc(Nc3nn([C@@H]4CCCCC[C@H]4C#N)c4cc[nH]c(=O)c34)cc2C1)N1CCCCC1
136213828,430,6.3665,CC(C)C1COCCN1C(=O)c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1C
138403495,440,6.3565,OC1c2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S(=O)(=O)C11CCCCC1
138403499,460,6.3372,CC(C)(C)N1Cc2cc(Nc3nn([C@@H]4CCCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
138403472,480,6.3188,CC(C)[C@@H](C)N1Cc2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2C1
89462349,506,6.2958,NC(=O)c1cn(nc1Nc1ccc(cc1)S(=O)(=O)C(F)F)C1(CC#N)CCC(CC1)NCC(F)F
136213867,550,6.2596,OC(c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1)(c1ccccn1)C(F)(F)F
136213837,590,6.2291,CC1(C)C(O)c2cc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
136213838,610,6.2147,OC1c2cc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)ccc2S(=O)(=O)C11CCCCC1
155514805,620,6.2076,COc1ccc(cn1)-c1cc2c(NC(CO)[C@H](O)C3CC3)c(cnn2c1)C(N)=O
136213845,830,6.0809,C[C@@H]1[C@@H](O)c2cc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
138403498,840,6.0757,CC(C)(C)N1Cc2cc(Nc3nn([C@H]4CCCCC[C@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
136213865,1170,5.9318,COC(=O)N1CCCC1(c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1)C(F)(F)F
136213806,1500,5.8239,CCOC(=O)C(C)(C)C(O)(c1ccc(Nc2nn([C@@H](CC#N)C3CC3)c3cc[nH]c(=O)c23)cc1)C(F)(F)F
138403623,1700,5.7696,CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3CC(F)(F)C[C@H]3C#N)c3cc[nH]c(=O)c23)cc1
138403496,1900,5.7212,CC(C)(C)N1Cc2cc(Nc3nn([C@H]4CCCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O
146012140,2270,5.644,CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@@H]3COCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1
138403594,6600,5.1805,O=C1N(Cc2cc(Nc3nn([C@H]4CCCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc12)C1CCCC1
146012139,12400,4.9066,CC(C)(C)S(=O)(=O)c1ccc(Nc2nn(C3COCCC[C@H]3C#N)c3cc[nH]c(=O)c23)cc1
138403625,14000,4.8539,CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@@H]3CC(F)(F)C[C@H]3C#N)c3cc[nH]c(=O)c23)cc1
138403624,16000,4.7959,O=c1[nH]ccc2n(nc(Nc3ccc4c(CC5(CCCCC5)S4(=O)=O)c3)c12)[C@H]1CCCC[C@@H]1C#N
146012137,17300,4.762,CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3COCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1
138403630,19000,4.7212,Cc1cc(Nc2nn([C@H]3CC(F)(F)C[C@@H]3C#N)c3cc[nH]c(=O)c23)ccc1C(=O)N1CCCC1
138403628,114000,3.9431,Cc1cc(Nc2nn([C@H]3CC(F)(F)C[C@H]3C#N)c3cc[nH]c(=O)c23)ccc1C(=O)N1CCCC1
